"","SYMBOL","GENENAME"
"1583","LINC00331","long intergenic non-protein coding RNA 331"
"1584","LINC00333","long intergenic non-protein coding RNA 333"
"1585","LINC00339","long intergenic non-protein coding RNA 339"
"1586","LINC00341",NA
"1587","LINC00351","long intergenic non-protein coding RNA 351"
"1588","LINC00353","long intergenic non-protein coding RNA 353"
"1589","LINC00359","long intergenic non-protein coding RNA 359"
"1590","LINC00366","long intergenic non-protein coding RNA 366"
"1591","LINC00379","long intergenic non-protein coding RNA 379"
"1592","LINC00424","long intergenic non-protein coding RNA 424"
"1593","LINC00446","long intergenic non-protein coding RNA 446"
"1594","LINC00477","long intergenic non-protein coding RNA 477"
"1595","LINC00483",NA
"1596","LINC00485","long intergenic non-protein coding RNA 485"
"1597","LINC00489","long intergenic non-protein coding RNA 489"
"1598","LINC00521",NA
"1599","LINC00536","long intergenic non-protein coding RNA 536"
"1600","LINC00544","long intergenic non-protein coding RNA 544"
"1601","LINC00548","long intergenic non-protein coding RNA 548"
"1602","LINC00558","long intergenic non-protein coding RNA 558"
"1603","LINC00559","long intergenic non-protein coding RNA 559"
"1604","LINC00570","long intergenic non-protein coding RNA 570"
"1605","LINC00571","long intergenic non-protein coding RNA 571"
"1606","LINC00578","long intergenic non-protein coding RNA 578"
"1607","LINC00593","long intergenic non-protein coding RNA 593"
"1608","LINC00597","long intergenic non-protein coding RNA 597"
"1609","LINC00605","long intergenic non-protein coding RNA 605"
"1610","LINC00620","long intergenic non-protein coding RNA 620"
"1611","LINC00626","long intergenic non-protein coding RNA 626"
"1612","LINC00632","long intergenic non-protein coding RNA 632"
"1613","LINC00635","long intergenic non-protein coding RNA 635"
"1614","LINC00640","long intergenic non-protein coding RNA 640"
"1615","LINC00656","long intergenic non-protein coding RNA 656"
"1616","LINC00661","long intergenic non-protein coding RNA 661"
"1617","LINC00665","long intergenic non-protein coding RNA 665"
"1618","LINC00670","long intergenic non-protein coding RNA 670"
"1619","LINC00689","long intergenic non-protein coding RNA 689"
"1620","LINC00692","long intergenic non-protein coding RNA 692"
"1621","LINC00701","long intergenic non-protein coding RNA 701"
"1622","LINC00710","long intergenic non-protein coding RNA 710"
"1623","LINC00840","long intergenic non-protein coding RNA 840"
"1624","LINC00852","long intergenic non-protein coding RNA 852"
"1625","LINC00854",NA
"1626","LINC00862","long intergenic non-protein coding RNA 862"
"1627","LINC00880","long intergenic non-protein coding RNA 880"
"1628","LINC00905","long intergenic non-protein coding RNA 905"
"1629","LINC00907","long intergenic non-protein coding RNA 907"
"1630","LINC00917","long intergenic non-protein coding RNA 917"
"1631","LINC00918",NA
"1632","LINC00924","long intergenic non-protein coding RNA 924"
"1633","LINC00928","long intergenic non-protein coding RNA 928"
"1634","LINC00935",NA
"1635","LINC00950",NA
"1636","LINC00954","long intergenic non-protein coding RNA 954"
"1637","LINGO4","leucine rich repeat and Ig domain containing 4"
"1638","LIPE","lipase E, hormone sensitive type"
"1639","LIPI","lipase I"
"1640","LIPK","lipase family member K"
"1641","LIPM","lipase family member M"
"1642","LIPN","lipase family member N"
"1643","LIPT2","lipoyl(octanoyl) transferase 2"
"1644","LITAF","lipopolysaccharide induced TNF factor"
"1645","LLGL2","LLGL scribble cell polarity complex component 2"
"1646","LMNB2","lamin B2"
"1647","LMOD3","leiomodin 3"
"1648","LMTK2","lemur tyrosine kinase 2"
"1649","LNX1","ligand of numb-protein X 1"
"1650","LNX1-AS1","LNX1 antisense RNA 1"
"1651","LNX1-AS2","LNX1 antisense RNA 2"
"1652","LOC100128076","protein tyrosine phosphatase pseudogene"
"1653","LOC100128176",NA
"1654","LOC100128361","uncharacterized LOC100128361"
"1655","LOC100128568","uncharacterized LOC100128568"
"1656","LOC100128770","uncharacterized LOC100128770"
"1657","LOC100128787",NA
"1658","LOC100129034","uncharacterized LOC100129034"
"1659","LOC100129216",NA
"1660","LOC100129345",NA
"1661","LOC100129427",NA
"1662","LOC100129520",NA
"1663","LOC100129550",NA
"1664","LOC100129924",NA
"1665","LOC100130015",NA
"1666","LOC100130451",NA
"1667","LOC100130480",NA
"1668","LOC100130539",NA
"1669","LOC100130705",NA
"1670","LOC100131047",NA
"1671","LOC100131257","zinc finger protein 655 pseudogene"
"1672","LOC100131289","uncharacterized LOC100131289"
"1673","LOC100131626","uncharacterized LOC100131626"
"1674","LOC100131655",NA
"1675","LOC100131825",NA
"1676","LOC100132146",NA
"1677","LOC100132781","cyclin Y like 1 pseudogene"
"1678","LOC100132891",NA
"1679","LOC100133985",NA
"1680","LOC100134317","uncharacterized LOC100134317"
"1681","LOC100169752",NA
"1682","LOC100188947",NA
"1683","LOC100192426","uncharacterized LOC100192426"
"1684","LOC100271832",NA
"1685","LOC100287632",NA
"1686","LOC100287792","uncharacterized LOC100287792"
"1687","LOC100287834","uncharacterized LOC100287834"
"1688","LOC100288123","uncharacterized LOC100288123"
"1689","LOC100288637","OTU deubiquitinase 7A pseudogene"
"1690","LOC100289656","Dexi homolog (mouse) pseudogene"
"1691","LOC100303749","LSM3 homolog, U6 small nuclear RNA associated (S. cerevisiae) pseudogene"
"1692","LOC100335030","FGFR1 oncogene partner 2 pseudogene"
"1693","LOC100505474",NA
"1694","LOC100505702",NA
"1695","LOC100505768",NA
"1696","LOC100505806",NA
"1697","LOC100505835",NA
"1698","LOC100505933",NA
"1699","LOC100506050",NA
"1700","LOC100506071","uncharacterized LOC100506071"
"1701","LOC100506083","uncharacterized LOC100506083"
"1702","LOC100506085",NA
"1703","LOC100506124","uncharacterized LOC100506124"
"1704","LOC100506136",NA
"1705","LOC100506178","uncharacterized LOC100506178"
"1706","LOC100506274","uncharacterized LOC100506274"
"1707","LOC100506384","uncharacterized LOC100506384"
"1708","LOC100506422","putative deoxyuridine 5'-triphosphate nucleotidohydrolase-like protein FLJ16323"
"1709","LOC100506548",NA
"1710","LOC100506599",NA
"1711","LOC100506776",NA
"1712","LOC100506834",NA
"1713","LOC100506844",NA
"1714","LOC100506895",NA
"1715","LOC100507032",NA
"1716","LOC100507091",NA
"1717","LOC100507140",NA
"1718","LOC100507173",NA
"1719","LOC100507244",NA
"1720","LOC100507250","uncharacterized LOC100507250"
"1721","LOC100507300",NA
"1722","LOC100507351","uncharacterized LOC100507351"
"1723","LOC100507377","uncharacterized LOC100507377"
"1724","LOC100507600",NA
"1725","LOC100652999","uncharacterized LOC100652999"
"1726","LOC100996325","uncharacterized LOC100996325"
"1727","LOC113230",NA
"1728","LOC116437",NA
"1729","LOC145837",NA
"1730","LOC145845","uncharacterized LOC145845"
"1731","LOC147093",NA
"1732","LOC148696","uncharacterized LOC148696"
"1733","LOC149086",NA
"1734","LOC151475",NA
"1735","LOC151484",NA
"1736","LOC154092",NA
"1737","LOC154872",NA
"1738","LOC158376",NA
"1739","LOC1720",NA
"1740","LOC200726",NA
"1741","LOC255130",NA
"1742","LOC255654",NA
"1743","LOC256021",NA
"1744","LOC257396","uncharacterized LOC257396"
"1745","LOC283038","uncharacterized LOC283038"
"1746","LOC283177","uncharacterized LOC283177"
"1747","LOC283693",NA
"1748","LOC283710","uncharacterized LOC283710"
"1749","LOC283914",NA
"1750","LOC284009","uncharacterized LOC284009"
"1751","LOC284100",NA
"1752","LOC284581","uncharacterized LOC284581"
"1753","LOC284688",NA
"1754","LOC284788","uncharacterized LOC284788"
"1755","LOC284798","uncharacterized LOC284798"
"1756","LOC284801",NA
"1757","LOC284889",NA
"1758","LOC284998",NA
"1759","LOC285000","uncharacterized LOC285000"
"1760","LOC285593","uncharacterized LOC285593"
"1761","LOC285627",NA
"1762","LOC285692",NA
"1763","LOC286114",NA
"1764","LOC286135",NA
"1765","LOC286184",NA
"1766","LOC286367",NA
"1767","LOC286370",NA
"1768","LOC339298","uncharacterized LOC339298"
"1769","LOC339442",NA
"1770","LOC339568",NA
"1771","LOC339593","uncharacterized LOC339593"
"1772","LOC339807",NA
"1773","LOC339862","uncharacterized LOC339862"
"1774","LOC340107",NA
"1775","LOC340113",NA
"1776","LOC349160","uncharacterized LOC349160"
"1777","LOC375295",NA
"1778","LOC388813","uncharacterized protein ENSP00000383407-like"
"1779","LOC388942",NA
"1780","LOC389705","histone PARylation factor 1 pseudogene"
"1781","LOC389765","kinesin family member 27 pseudogene"
"1782","LOC392364","nuclear pore associated protein 1 pseudogene"
"1783","LOC400654",NA
"1784","LOC400794",NA
"1785","LOC400940","uncharacterized LOC400940"
"1786","LOC401052",NA
"1787","LOC401134",NA
"1788","LOC401242",NA
"1789","LOC401324","uncharacterized LOC401324"
"1790","LOC401463","uncharacterized LOC401463"
"1791","LOC440518",NA
"1792","LOC494141",NA
"1793","LOC63930",NA
"1794","LOC641746","glycine cleavage system protein H (aminomethyl carrier) pseudogene"
"1795","LOC642852",NA
"1796","LOC643037",NA
"1797","LOC643387","TAR DNA binding protein pseudogene"
"1798","LOC643542","uncharacterized LOC643542"
"1799","LOC643723",NA
"1800","LOC643802","u3 small nucleolar ribonucleoprotein protein MPP10-like"
"1801","LOC643923",NA
"1802","LOC644669","ankyrin repeat domain 30B pseudogene"
"1803","LOC645949",NA
"1804","LOC646278",NA
"1805","LOC646938","TBC1 domain family member 2B pseudogene"
"1806","LOC649133","uncharacterized LOC649133"
"1807","LOC649395",NA
"1808","LOC654433",NA
"1809","LOC728175",NA
"1810","LOC728724",NA
"1811","LOC728743","zinc finger protein pseudogene"
"1812","LOC728819",NA
"1813","LOC729020",NA
"1814","LOC729177",NA
"1815","LOC729506",NA
"1816","LOC730159",NA
"1817","LOC90784",NA
"1818","LOC90834",NA
"1819","LOR","loricrin"
"1820","LOXL4","lysyl oxidase like 4"
"1821","LPAR3","lysophosphatidic acid receptor 3"
"1822","LPAR5","lysophosphatidic acid receptor 5"
"1823","LPGAT1","lysophosphatidylglycerol acyltransferase 1"
"1824","LPHN2",NA
"1825","LPHN3",NA
"1826","LPP","LIM domain containing preferred translocation partner in lipoma"
"1827","LRFN2","leucine rich repeat and fibronectin type III domain containing 2"
"1828","LRIT1","leucine rich repeat, Ig-like and transmembrane domains 1"
"1829","LRIT2","leucine rich repeat, Ig-like and transmembrane domains 2"
"1830","LRMP","lymphoid restricted membrane protein"
"1831","LRP10","LDL receptor related protein 10"
"1832","LRP5L","LDL receptor related protein 5 like"
"1833","LRPPRC","leucine rich pentatricopeptide repeat containing"
"1834","LRRC32","leucine rich repeat containing 32"
"1835","LRRC36","leucine rich repeat containing 36"
"1836","LRRC37A5P","leucine rich repeat containing 37 member A5, pseudogene"
"1837","LRRC38","leucine rich repeat containing 38"
"1838","LRRC3B","leucine rich repeat containing 3B"
"1839","LRRC4","leucine rich repeat containing 4"
"1840","LRRC47","leucine rich repeat containing 47"
"1841","LRRC4C","leucine rich repeat containing 4C"
"1842","LRRC7","leucine rich repeat containing 7"
"1843","LRRC70","leucine rich repeat containing 70"
"1844","LRRC72","leucine rich repeat containing 72"
"1845","LRRD1","leucine rich repeats and death domain containing 1"
"1846","LRRIQ3","leucine rich repeats and IQ motif containing 3"
"1847","LRRK1","leucine rich repeat kinase 1"
"1848","LRRN3","leucine rich repeat neuronal 3"
"1849","LRRTM3","leucine rich repeat transmembrane neuronal 3"
"1850","LRTM1","leucine rich repeats and transmembrane domains 1"
"1851","LRTOMT","leucine rich transmembrane and O-methyltransferase domain containing"
"1852","LSAMP","limbic system associated membrane protein"
"1853","LSG1","large 60S subunit nuclear export GTPase 1"
"1854","LSM12","LSM12 homolog"
"1855","LSM14B","LSM family member 14B"
"1856","LSM3","LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated"
"1857","LSM4","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
"1858","LSMEM1","leucine rich single-pass membrane protein 1"
"1859","LSS","lanosterol synthase"
"1860","LY6G6C","lymphocyte antigen 6 family member G6C"
"1861","LYN","LYN proto-oncogene, Src family tyrosine kinase"
"1862","LYPD2","LY6/PLAUR domain containing 2"
"1863","LYPD4","LY6/PLAUR domain containing 4"
"1864","LYPD5","LY6/PLAUR domain containing 5"
"1865","LYZ","lysozyme"
"1866","LYZL2","lysozyme like 2"
"1867","LZTS1-AS1","LZTS1 antisense RNA 1"
"1868","MACC1","MET transcriptional regulator MACC1"
"1869","MACC1-AS1","MACC1 antisense RNA 1"
"1870","MACROD1","mono-ADP ribosylhydrolase 1"
"1871","MACROD2-AS1","MACROD2 antisense RNA 1"
"1872","MAGEA8","MAGE family member A8"
"1873","MAGEB10","MAGE family member B10"
"1874","MAGEB16","MAGE family member B16"
"1875","MAGEB18","MAGE family member B18"
"1876","MAGEL2","MAGE family member L2"
"1877","MAGI3","membrane associated guanylate kinase, WW and PDZ domain containing 3"
"1878","MAGOHB","mago homolog B, exon junction complex subunit"
"1879","MAML3","mastermind like transcriptional coactivator 3"
"1880","MAN2A2","mannosidase alpha class 2A member 2"
"1881","MANBAL","mannosidase beta like"
"1882","MANSC4","MANSC domain containing 4"
"1883","MAOA","monoamine oxidase A"
"1884","MAP1LC3B","microtubule associated protein 1 light chain 3 beta"
"1885","MAP2K4","mitogen-activated protein kinase kinase 4"
"1886","MAP3K19","mitogen-activated protein kinase kinase kinase 19"
"1887","MAP3K2","mitogen-activated protein kinase kinase kinase 2"
"1888","MAP4K1","mitogen-activated protein kinase kinase kinase kinase 1"
"1889","MAP6","microtubule associated protein 6"
"1890","MAP7","microtubule associated protein 7"
"1891","MAP7D2","MAP7 domain containing 2"
"1892","MAP7D3","MAP7 domain containing 3"
"1893","MAPK10","mitogen-activated protein kinase 10"
"1894","MAPK12","mitogen-activated protein kinase 12"
"1895","MAPK15","mitogen-activated protein kinase 15"
"1896","MAPK3","mitogen-activated protein kinase 3"
"1897","MAPK8IP1","mitogen-activated protein kinase 8 interacting protein 1"
"1898","MAPT-IT1","MAPT intronic transcript 1"
"1899","MARCH1",NA
"1900","MARCH10",NA
"1901","MARCH2",NA
"1902","MARK1","microtubule affinity regulating kinase 1"
"1903","MARVELD2","MARVEL domain containing 2"
"1904","MASP2","mannan binding lectin serine peptidase 2"
"1905","MAST1","microtubule associated serine/threonine kinase 1"
"1906","MATK","megakaryocyte-associated tyrosine kinase"
"1907","MB21D2","Mab-21 domain containing 2"
"1908","MBD3L1","methyl-CpG binding domain protein 3 like 1"
"1909","MBD3L5","methyl-CpG binding domain protein 3 like 5"
"1910","MBTPS1","membrane bound transcription factor peptidase, site 1"
"1911","MC2R","melanocortin 2 receptor"
"1912","MC5R","melanocortin 5 receptor"
"1913","MCAM","melanoma cell adhesion molecule"
"1914","MCF2L","MCF.2 cell line derived transforming sequence like"
"1915","MCF2L-AS1","MCF2L antisense RNA 1"
"1916","MCL1","MCL1 apoptosis regulator, BCL2 family member"
"1917","MCM10","minichromosome maintenance 10 replication initiation factor"
"1918","MCMBP","minichromosome maintenance complex binding protein"
"1919","MCOLN3","mucolipin 3"
"1920","MCTS1","MCTS1 re-initiation and release factor"
"1921","MCUR1","mitochondrial calcium uniporter regulator 1"
"1922","MDC1","mediator of DNA damage checkpoint 1"
"1923","MDFIC","MyoD family inhibitor domain containing"
"1924","MDH1","malate dehydrogenase 1"
"1925","ME3","malic enzyme 3"
"1926","MECP2","methyl-CpG binding protein 2"
"1927","MECR","mitochondrial trans-2-enoyl-CoA reductase"
"1928","MED4-AS1","MED4 antisense RNA 1"
"1929","MED9","mediator complex subunit 9"
"1930","MEG9","maternally expressed 9"
"1931","MEI1","meiotic double-stranded break formation protein 1"
"1932","MEIS1","Meis homeobox 1"
"1933","MEIS2","Meis homeobox 2"
"1934","MEIS3","Meis homeobox 3"
"1935","MEP1A","meprin A subunit alpha"
"1936","MEP1B","meprin A subunit beta"
"1937","MEPE","matrix extracellular phosphoglycoprotein"
"1938","MERTK","MER proto-oncogene, tyrosine kinase"
"1939","MESP1","mesoderm posterior bHLH transcription factor 1"
"1940","MEST","mesoderm specific transcript"
"1941","MESTIT1","MEST intronic transcript 1, antisense RNA"
"1942","METAP1D","methionyl aminopeptidase type 1D, mitochondrial"
"1943","METTL11B","methyltransferase like 11B"
"1944","METTL17","methyltransferase like 17"
"1945","METTL18","methyltransferase like 18"
"1946","METTL5","methyltransferase like 5"
"1947","METTL7A","methyltransferase like 7A"
"1948","MFAP3","microfibril associated protein 3"
"1949","MFF","mitochondrial fission factor"
"1950","MFNG","MFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"1951","MFSD10","major facilitator superfamily domain containing 10"
"1952","MFSD4",NA
"1953","MFSD6L","major facilitator superfamily domain containing 6 like"
"1954","MFSD7",NA
"1955","MGAT5","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase"
"1956","MGAT5B","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B"
"1957","MGC12916","uncharacterized protein MGC12916"
"1958","MGC34034",NA
"1959","MGP","matrix Gla protein"
"1960","MGRN1","mahogunin ring finger 1"
"1961","MIA2","MIA SH3 domain ER export factor 2"
"1962","MIB2","mindbomb E3 ubiquitin protein ligase 2"
"1963","MICALCL","MICAL C-terminal like"
"1964","MICALL1","MICAL like 1"
"1965","MID2","midline 2"
"1966","MIER2","MIER family member 2"
"1967","MIOS","meiosis regulator for oocyte development"
"1968","MIR100","microRNA 100"
"1969","MIR103A2","microRNA 103a-2"
"1970","MIR103B2","microRNA 103b-2"
"1971","MIR105-1","microRNA 105-1"
"1972","MIR10A","microRNA 10a"
"1973","MIR1178","microRNA 1178"
"1974","MIR1185-1","microRNA 1185-1"
"1975","MIR1185-2","microRNA 1185-2"
"1976","MIR1203","microRNA 1203"
"1977","MIR122","microRNA 122"
"1978","MIR1224","microRNA 1224"
"1979","MIR1245A","microRNA 1245a"
"1980","MIR1245B","microRNA 1245b"
"1981","MIR1258","microRNA 1258"
"1982","MIR125A","microRNA 125a"
"1983","MIR125B1","microRNA 125b-1"
"1984","MIR125B2","microRNA 125b-2"
"1985","MIR126","microRNA 126"
