"","SYMBOL","GENENAME"
"1688","KCNQ2","potassium voltage-gated channel subfamily Q member 2"
"1689","KCNQ4","potassium voltage-gated channel subfamily Q member 4"
"1690","KCNRG","potassium channel regulator"
"1691","KCNS2","potassium voltage-gated channel modifier subfamily S member 2"
"1692","KCNU1","potassium calcium-activated channel subfamily U member 1"
"1693","KCTD15","potassium channel tetramerization domain containing 15"
"1694","KCTD4","potassium channel tetramerization domain containing 4"
"1695","KCTD6","potassium channel tetramerization domain containing 6"
"1696","KDELR2","KDEL endoplasmic reticulum protein retention receptor 2"
"1697","KDM2A","lysine demethylase 2A"
"1698","KDM5D","lysine demethylase 5D"
"1699","KERA","keratocan"
"1700","KIAA0195",NA
"1701","KIAA0232","KIAA0232"
"1702","KIAA0247",NA
"1703","KIAA0355","KIAA0355"
"1704","KIAA1024L",NA
"1705","KIAA1107","KIAA1107"
"1706","KIAA1109","KIAA1109"
"1707","KIAA1147",NA
"1708","KIAA1549","KIAA1549"
"1709","KIAA1841","KIAA1841"
"1710","KIAA2022",NA
"1711","KIF12","kinesin family member 12"
"1712","KIF13A","kinesin family member 13A"
"1713","KIF17","kinesin family member 17"
"1714","KIF21B","kinesin family member 21B"
"1715","KIF25","kinesin family member 25"
"1716","KIF26A","kinesin family member 26A"
"1717","KIF26B","kinesin family member 26B"
"1718","KIF3C","kinesin family member 3C"
"1719","KIF5C","kinesin family member 5C"
"1720","KIF6","kinesin family member 6"
"1721","KIFC2","kinesin family member C2"
"1722","KIR3DL2","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2"
"1723","KIRREL2","kirre like nephrin family adhesion molecule 2"
"1724","KL","klotho"
"1725","KLF11","Kruppel like factor 11"
"1726","KLF14","Kruppel like factor 14"
"1727","KLF16","Kruppel like factor 16"
"1728","KLF2","Kruppel like factor 2"
"1729","KLF3","Kruppel like factor 3"
"1730","KLF6","Kruppel like factor 6"
"1731","KLHDC9","kelch domain containing 9"
"1732","KLHL15","kelch like family member 15"
"1733","KLHL29","kelch like family member 29"
"1734","KLHL40","kelch like family member 40"
"1735","KLHL5","kelch like family member 5"
"1736","KLK13","kallikrein related peptidase 13"
"1737","KLKB1","kallikrein B1"
"1738","KLRC4","killer cell lectin like receptor C4"
"1739","KLRK1","killer cell lectin like receptor K1"
"1740","KMO","kynurenine 3-monooxygenase"
"1741","KMT2C","lysine methyltransferase 2C"
"1742","KNDC1","kinase non-catalytic C-lobe domain containing 1"
"1743","KRAS","KRAS proto-oncogene, GTPase"
"1744","KRBA2","KRAB-A domain containing 2"
"1745","KRT16P3","keratin 16 pseudogene 3"
"1746","KRT18","keratin 18"
"1747","KRT20","keratin 20"
"1748","KRT31","keratin 31"
"1749","KRT6C","keratin 6C"
"1750","KRT71","keratin 71"
"1751","KRT73","keratin 73"
"1752","KRT77","keratin 77"
"1753","KRT79","keratin 79"
"1754","KRT81","keratin 81"
"1755","KRT86","keratin 86"
"1756","KRTAP10-11","keratin associated protein 10-11"
"1757","KRTAP10-8","keratin associated protein 10-8"
"1758","KRTAP12-4","keratin associated protein 12-4"
"1759","KRTAP19-1","keratin associated protein 19-1"
"1760","KRTAP19-3","keratin associated protein 19-3"
"1761","KRTAP19-6","keratin associated protein 19-6"
"1762","KRTAP19-8","keratin associated protein 19-8"
"1763","KRTAP20-1","keratin associated protein 20-1"
"1764","KRTAP20-2","keratin associated protein 20-2"
"1765","KRTAP20-4","keratin associated protein 20-4"
"1766","KRTAP21-1","keratin associated protein 21-1"
"1767","KRTAP21-3","keratin associated protein 21-3"
"1768","KRTAP22-1","keratin associated protein 22-1"
"1769","KRTAP26-1","keratin associated protein 26-1"
"1770","KRTAP4-7","keratin associated protein 4-7"
"1771","KRTAP5-1","keratin associated protein 5-1"
"1772","KRTAP5-10","keratin associated protein 5-10"
"1773","KRTAP5-8","keratin associated protein 5-8"
"1774","KRTAP6-1","keratin associated protein 6-1"
"1775","KRTAP6-2","keratin associated protein 6-2"
"1776","KRTAP6-3","keratin associated protein 6-3"
"1777","KRTAP9-3","keratin associated protein 9-3"
"1778","KSR2","kinase suppressor of ras 2"
"1779","LAMC3","laminin subunit gamma 3"
"1780","LAMP5","lysosomal associated membrane protein family member 5"
"1781","LAPTM4B","lysosomal protein transmembrane 4 beta"
"1782","LARGE",NA
"1783","LARP7","La ribonucleoprotein 7, transcriptional regulator"
"1784","LARS2-AS1","LARS2 antisense RNA 1"
"1785","LAT","linker for activation of T cells"
"1786","LBH","LBH regulator of WNT signaling pathway"
"1787","LBX1","ladybird homeobox 1"
"1788","LBX2","ladybird homeobox 2"
"1789","LCE1C","late cornified envelope 1C"
"1790","LCE1D","late cornified envelope 1D"
"1791","LCE2D","late cornified envelope 2D"
"1792","LCE3B","late cornified envelope 3B"
"1793","LCE3C","late cornified envelope 3C"
"1794","LCE3E","late cornified envelope 3E"
"1795","LCE5A","late cornified envelope 5A"
"1796","LCN1","lipocalin 1"
"1797","LCN12","lipocalin 12"
"1798","LCN8","lipocalin 8"
"1799","LCN9","lipocalin 9"
"1800","LCP2","lymphocyte cytosolic protein 2"
"1801","LDHA","lactate dehydrogenase A"
"1802","LDHAL6A","lactate dehydrogenase A like 6A"
"1803","LDHAL6B","lactate dehydrogenase A like 6B"
"1804","LEAP2","liver enriched antimicrobial peptide 2"
"1805","LECT2","leukocyte cell derived chemotaxin 2"
"1806","LEMD1","LEM domain containing 1"
"1807","LEMD1-AS1","LEMD1 antisense RNA 1"
"1808","LEMD2","LEM domain containing 2"
"1809","LEPROTL1","leptin receptor overlapping transcript like 1"
"1810","LETM1","leucine zipper and EF-hand containing transmembrane protein 1"
"1811","LFNG","LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase"
"1812","LGALS9B","galectin 9B"
"1813","LGALS9C","galectin 9C"
"1814","LGI2","leucine rich repeat LGI family member 2"
"1815","LHFPL1","LHFPL tetraspan subfamily member 1"
"1816","LHFPL2","LHFPL tetraspan subfamily member 2"
"1817","LHFPL3-AS1","LHFPL3 antisense RNA 1"
"1818","LHX1","LIM homeobox 1"
"1819","LHX5","LIM homeobox 5"
"1820","LHX6","LIM homeobox 6"
"1821","LILRB3","leukocyte immunoglobulin like receptor B3"
"1822","LIMD2","LIM domain containing 2"
"1823","LIME1","Lck interacting transmembrane adaptor 1"
"1824","LIMS3","LIM zinc finger domain containing 3"
"1825","LINC00052","long intergenic non-protein coding RNA 52"
"1826","LINC00086",NA
"1827","LINC00092","long intergenic non-protein coding RNA 92"
"1828","LINC00102","long intergenic non-protein coding RNA 102"
"1829","LINC00113","long intergenic non-protein coding RNA 113"
"1830","LINC00116",NA
"1831","LINC00152",NA
"1832","LINC00158","long intergenic non-protein coding RNA 158"
"1833","LINC00167","long intergenic non-protein coding RNA 167"
"1834","LINC00202-2",NA
"1835","LINC00210","long intergenic non-protein coding RNA 210"
"1836","LINC00235","long intergenic non-protein coding RNA 235"
"1837","LINC00238",NA
"1838","LINC00251","long intergenic non-protein coding RNA 251"
"1839","LINC00264",NA
"1840","LINC00278","long intergenic non-protein coding RNA 278"
"1841","LINC00290","long intergenic non-protein coding RNA 290"
"1842","LINC00304","long intergenic non-protein coding RNA 304"
"1843","LINC00307","long intergenic non-protein coding RNA 307"
"1844","LINC00312","long intergenic non-protein coding RNA 312"
"1845","LINC00314","long intergenic non-protein coding RNA 314"
"1846","LINC00332","long intergenic non-protein coding RNA 332"
"1847","LINC00336","long intergenic non-protein coding RNA 336"
"1848","LINC00340",NA
"1849","LINC00343","long intergenic non-protein coding RNA 343"
"1850","LINC00410","long intergenic non-protein coding RNA 410"
"1851","LINC00421","long intergenic non-protein coding RNA 421"
"1852","LINC00423","long intergenic non-protein coding RNA 423"
"1853","LINC00426","long intergenic non-protein coding RNA 426"
"1854","LINC00460","long intergenic non-protein coding RNA 460"
"1855","LINC00462","long intergenic non-protein coding RNA 462"
"1856","LINC00469","long intergenic non-protein coding RNA 469"
"1857","LINC00470","long intergenic non-protein coding RNA 470"
"1858","LINC00472","long intergenic non-protein coding RNA 472"
"1859","LINC00474","long intergenic non-protein coding RNA 474"
"1860","LINC00478",NA
"1861","LINC00486","long intergenic non-protein coding RNA 486"
"1862","LINC00499","long intergenic non-protein coding RNA 499"
"1863","LINC00502","long intergenic non-protein coding RNA 502"
"1864","LINC00507","long intergenic non-protein coding RNA 507"
"1865","LINC00511","long intergenic non-protein coding RNA 511"
"1866","LINC00515","long intergenic non-protein coding RNA 515"
"1867","LINC00520","long intergenic non-protein coding RNA 520"
"1868","LINC00523","long intergenic non-protein coding RNA 523"
"1869","LINC00534","long intergenic non-protein coding RNA 534"
"1870","LINC00538","long intergenic non-protein coding RNA 538"
"1871","LINC00547","long intergenic non-protein coding RNA 547"
"1872","LINC00550","long intergenic non-protein coding RNA 550"
"1873","LINC00551","long intergenic non-protein coding RNA 551"
"1874","LINC00563","long intergenic non-protein coding RNA 563"
"1875","LINC00575","long intergenic non-protein coding RNA 575"
"1876","LINC00577",NA
"1877","LINC00582","long intergenic non-protein coding RNA 582"
"1878","LINC00583","long intergenic non-protein coding RNA 583"
"1879","LINC00588","long intergenic non-protein coding RNA 588"
"1880","LINC00589","long intergenic non-protein coding RNA 589"
"1881","LINC00608","long intergenic non-protein coding RNA 608"
"1882","LINC00615","long intergenic non-protein coding RNA 615"
"1883","LINC00616","long intergenic non-protein coding RNA 616"
"1884","LINC00617",NA
"1885","LINC00622","long intergenic non-protein coding RNA 622"
"1886","LINC00624","long intergenic non-protein coding RNA 624"
"1887","LINC00629","long intergenic non-protein coding RNA 629"
"1888","LINC00633",NA
"1889","LINC00636","long intergenic non-protein coding RNA 636"
"1890","LINC00637","long intergenic non-protein coding RNA 637"
"1891","LINC00645","long intergenic non-protein coding RNA 645"
"1892","LINC00658","long intergenic non-protein coding RNA 658"
"1893","LINC00684",NA
"1894","LINC00691","long intergenic non-protein coding RNA 691"
"1895","LINC00700","long intergenic non-protein coding RNA 700"
"1896","LINC00839","long intergenic non-protein coding RNA 839"
"1897","LINC00842","long intergenic non-protein coding RNA 842"
"1898","LINC00861","long intergenic non-protein coding RNA 861"
"1899","LINC00865","long intergenic non-protein coding RNA 865"
"1900","LINC00870","long intergenic non-protein coding RNA 870"
"1901","LINC00881","long intergenic non-protein coding RNA 881"
"1902","LINC00884","long intergenic non-protein coding RNA 884"
"1903","LINC00889",NA
"1904","LINC00890",NA
"1905","LINC00891","long intergenic non-protein coding RNA 891"
"1906","LINC00906","long intergenic non-protein coding RNA 906"
"1907","LINC00919","long intergenic non-protein coding RNA 919"
"1908","LINC00923","long intergenic non-protein coding RNA 923"
"1909","LINC00929","long intergenic non-protein coding RNA 929"
"1910","LINC00936",NA
"1911","LINC00943","long intergenic non-protein coding RNA 943"
"1912","LINC00944","long intergenic non-protein coding RNA 944"
"1913","LINGO1","leucine rich repeat and Ig domain containing 1"
"1914","LINGO3","leucine rich repeat and Ig domain containing 3"
"1915","LIPF","lipase F, gastric type"
"1916","LIPH","lipase H"
"1917","LIPJ","lipase family member J"
"1918","LMTK3","lemur tyrosine kinase 3"
"1919","LMX1A","LIM homeobox transcription factor 1 alpha"
"1920","LMX1B","LIM homeobox transcription factor 1 beta"
"1921","LOC100093698",NA
"1922","LOC100128288","uncharacterized LOC100128288"
"1923","LOC100128505",NA
"1924","LOC100128554",NA
"1925","LOC100128750",NA
"1926","LOC100128822",NA
"1927","LOC100129083","uncharacterized LOC100129083"
"1928","LOC100129213",NA
"1929","LOC100129617","uncharacterized LOC100129617"
"1930","LOC100129620","uncharacterized LOC100129620"
"1931","LOC100129636","uncharacterized LOC100129636"
"1932","LOC100130000",NA
"1933","LOC100130264","uncharacterized LOC100130264"
"1934","LOC100130298","hCG1816373-like"
"1935","LOC100130301",NA
"1936","LOC100130452","uncharacterized LOC100130452"
"1937","LOC100130673","phosphoribosyl pyrophosphate synthetase 2 pseudogene"
"1938","LOC100130700",NA
"1939","LOC100130849","phosphorylase kinase catalytic subunit gamma 1 pseudogene"
"1940","LOC100130880",NA
"1941","LOC100130899",NA
"1942","LOC100130964","ADAM metallopeptidase domain 3A-like"
"1943","LOC100131138",NA
"1944","LOC100131320",NA
"1945","LOC100131635","hCG1645011-like"
"1946","LOC100132077","uncharacterized LOC100132077"
"1947","LOC100132111",NA
"1948","LOC100132352",NA
"1949","LOC100132735",NA
"1950","LOC100132831","A20-binding inhibitor of NF-kappaB activation 2 pseudogene"
"1951","LOC100133123",NA
"1952","LOC100133920","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene"
"1953","LOC100190940",NA
"1954","LOC100216479",NA
"1955","LOC100216546",NA
"1956","LOC100270679",NA
"1957","LOC100287010","uncharacterized LOC100287010"
"1958","LOC100287225",NA
"1959","LOC100287879",NA
"1960","LOC100288079",NA
"1961","LOC100288255",NA
"1962","LOC100288346",NA
"1963","LOC100288524",NA
"1964","LOC100288911",NA
"1965","LOC100289187",NA
"1966","LOC100289473","cytoskeleton associated protein 2-like pseudogene"
"1967","LOC100289650",NA
"1968","LOC100289673",NA
"1969","LOC100499405",NA
"1970","LOC100500773","serine and arginine rich splicing factor 3 pseudogene"
"1971","LOC100505478",NA
"1972","LOC100505495",NA
"1973","LOC100505659",NA
"1974","LOC100505716","uncharacterized LOC100505716"
"1975","LOC100505718",NA
"1976","LOC100505776",NA
"1977","LOC100505782","uncharacterized LOC100505782"
"1978","LOC100505795","uncharacterized LOC100505795"
"1979","LOC100505812",NA
"1980","LOC100505841","zinc finger protein 474-like"
"1981","LOC100505875",NA
"1982","LOC100505912","uncharacterized LOC100505912"
"1983","LOC100505918","uncharacterized LOC100505918"
"1984","LOC100505978","uncharacterized LOC100505978"
"1985","LOC100505989",NA
"1986","LOC100506013",NA
"1987","LOC100506025",NA
"1988","LOC100506035",NA
"1989","LOC100506122",NA
"1990","LOC100506123","uncharacterized LOC100506123"
"1991","LOC100506134",NA
"1992","LOC100506388","uncharacterized LOC100506388"
"1993","LOC100506393",NA
"1994","LOC100506394",NA
"1995","LOC100506421",NA
"1996","LOC100506474","uncharacterized LOC100506474"
"1997","LOC100506497","uncharacterized LOC100506497"
"1998","LOC100506585","uncharacterized LOC100506585"
"1999","LOC100506810",NA
"2000","LOC100507117",NA
"2001","LOC100507194",NA
"2002","LOC100507334","two pore channel 3 pseudogene"
"2003","LOC100507346","uncharacterized LOC100507346"
"2004","LOC100507391",NA
"2005","LOC100507424",NA
"2006","LOC100507443","uncharacterized LOC100507443"
"2007","LOC100507489",NA
"2008","LOC100507537",NA
"2009","LOC100507577",NA
"2010","LOC100652739",NA
"2011","LOC100652770",NA
"2012","LOC100652791",NA
"2013","LOC100653515",NA
"2014","LOC100873065",NA
"2015","LOC145474","uncharacterized LOC145474"
"2016","LOC149373","uncharacterized LOC149373"
"2017","LOC151171",NA
"2018","LOC152225",NA
"2019","LOC152578",NA
"2020","LOC153910","uncharacterized LOC153910"
"2021","LOC157273","uncharacterized LOC157273"
"2022","LOC158435","uncharacterized LOC158435"
"2023","LOC201651",NA
"2024","LOC202181","SUMO interacting motifs containing 1 pseudogene"
"2025","LOC221122",NA
"2026","LOC253044",NA
"2027","LOC253573",NA
"2028","LOC254099",NA
"2029","LOC283194","uncharacterized LOC283194"
"2030","LOC283299","uncharacterized LOC283299"
"2031","LOC283332",NA
"2032","LOC283440",NA
"2033","LOC283585",NA
"2034","LOC283692",NA
"2035","LOC283856","uncharacterized LOC283856"
"2036","LOC284294",NA
"2037","LOC284395","uncharacterized LOC284395"
"2038","LOC284578",NA
"2039","LOC284632",NA
"2040","LOC284950","uncharacterized LOC284950"
"2041","LOC285484",NA
"2042","LOC285501",NA
"2043","LOC285548",NA
"2044","LOC285740",NA
"2045","LOC285758",NA
"2046","LOC285768",NA
"2047","LOC286177","uncharacterized LOC286177"
"2048","LOC286186",NA
"2049","LOC286238",NA
"2050","LOC286297","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1 like pseudogene"
"2051","LOC286442",NA
"2052","LOC286467",NA
"2053","LOC339240",NA
"2054","LOC339505",NA
"2055","LOC339622",NA
"2056","LOC339788",NA
"2057","LOC339975","uncharacterized LOC339975"
"2058","LOC340017",NA
"2059","LOC340073",NA
"2060","LOC340074",NA
"2061","LOC341056","SUMO1 activating enzyme subunit 1 pseudogene"
"2062","LOC344887",NA
"2063","LOC375196","uncharacterized LOC375196"
"2064","LOC388553",NA
"2065","LOC388692",NA
"2066","LOC389023",NA
"2067","LOC389043",NA
"2068","LOC389906","zinc finger protein 839 pseudogene"
"2069","LOC390660",NA
"2070","LOC391322","D-dopachrome tautomerase-like"
"2071","LOC392232","transient receptor potential cation channel subfamily A member 1 pseudogene"
"2072","LOC399829",NA
"2073","LOC400558",NA
"2074","LOC400685",NA
"2075","LOC400958",NA
"2076","LOC401320",NA
"2077","LOC401397",NA
"2078","LOC401497",NA
"2079","LOC402779",NA
"2080","LOC440117",NA
"2081","LOC440461",NA
"2082","LOC440563",NA
"2083","LOC440704",NA
"2084","LOC440894",NA
"2085","LOC440905",NA
"2086","LOC440910","uncharacterized LOC440910"
"2087","LOC440970",NA
"2088","LOC441025",NA
"2089","LOC441454",NA
"2090","LOC441455","makorin ring finger protein 1 pseudogene"
"2091","LOC441601","septin 7 pseudogene"
"2092","LOC442132","golgin A6 family-like 1 pseudogene"
"2093","LOC442497","uncharacterized LOC442497"
"2094","LOC494127","NFYC pseudogene"
"2095","LOC550113","uncharacterized LOC550113"
"2096","LOC613038","SAGA complex associated factor 29 pseudogene"
"2097","LOC641367","cyclin Y like 1 pseudogene"
"2098","LOC641515",NA
"2099","LOC642236",NA
"2100","LOC642423",NA
"2101","LOC643441","uncharacterized LOC643441"
"2102","LOC643623",NA
"2103","LOC643648",NA
"2104","LOC643669",NA
"2105","LOC644145",NA
"2106","LOC644554","uncharacterized LOC644554"
